Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
27,11/30/17,27,23-266,TOR_D,@,EDM,W,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,22:09,3,2,0,0,
28,12/2/17,28,23-268,TOR_D,@,VAN,L,0,1,1,0,0,0,0,0,0,1,0,0,3,0,30,23:58,2,1,0,0,
29,12/6/17,29,23-272,TOR_D,,CGY,W,1,0,1,1,0,1,0,0,0,0,0,0,1,100,29,19:11,0,0,0,0,
30,12/9/17,30,23-275,TOR_D,@,PIT,W,0,1,1,-1,0,0,0,0,0,1,0,0,4,0,29,20:51,0,1,0,0,
31,12/10/17,31,23-276,TOR_D,,EDM,W,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,19:31,0,1,0,0,
32,12/12/17,32,23-278,TOR_D,@,PHI,L,0,1,1,-1,0,0,0,0,0,0,1,0,0,,33,22:11,0,0,0,0,
33,12/14/17,33,23-280,TOR_D,@,MIN,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,26,22:12,0,0,0,0,
34,12/15/17,34,23-281,TOR_D,@,DET,L,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,22:25,1,1,0,0,
35,12/19/17,35,23-285,TOR_D,,CAR,W,0,1,1,-1,0,0,0,0,0,0,1,0,0,,30,21:00,1,2,0,0,
36,12/20/17,36,23-286,TOR_D,@,CBJ,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,21:20,2,1,0,0,
37,12/23/17,37,23-289,TOR_D,@,NYR,W,0,2,2,0,2,0,0,0,0,1,1,0,2,0,31,26:57:00,0,1,0,0,
38,12/28/17,38,23-294,TOR_D,@,ARI,W,0,2,2,4,0,0,0,0,0,1,1,0,4,0,29,18:10,0,2,0,0,
39,12/29/17,39,23-295,TOR_D,@,COL,L-OT,0,1,1,-2,0,0,0,0,0,1,0,0,1,0,29,22:42,0,0,0,0,
40,12/31/17,40,23-297,TOR_D,@,VEG,L,0,1,1,0,0,0,0,0,0,1,0,0,4,0,33,22:58,0,1,0,0,
41,1/2/18,41,23-299,TOR_D,,TBL,L,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,25:30:00,0,2,0,0,
42,1/4/18,42,23-301,TOR_D,,SJS,W,0,1,1,0,2,0,0,0,0,0,1,0,3,0,34,24:25:00,0,1,0,0,
43,1/6/18,43,23-303,TOR_D,,VAN,W,0,1,1,2,0,0,0,0,0,1,0,0,4,0,39,26:31:00,2,1,0,1,0
44,1/8/18,44,23-305,TOR_D,,CBJ,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,33,25:33:00,0,1,0,0,
45,1/10/18,45,23-307,TOR_D,,OTT,L,1,0,1,0,0,1,0,0,0,0,0,0,6,16.7,38,26:15:00,0,1,0,0,
46,1/16/18,46,23-313,TOR_D,,STL,L-OT,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,26,23:06,3,5,0,0,
47,1/18/18,47,23-315,TOR_D,@,PHI,L-OT,0,0,0,0,0,0,0,0,0,0,0,0,0,,32,19:08,0,2,0,0,
48,2/3/18,48,23-331,TOR_D,@,BOS,L,0,1,1,-1,2,0,0,0,0,0,1,0,1,0,24,20:50,2,0,0,0,
49,2/5/18,49,23-333,TOR_D,,ANA,W,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,29,17:56,0,0,0,1,0
50,2/7/18,50,23-335,TOR_D,,NSH,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,29,23:39,1,0,0,0,
51,2/10/18,51,23-338,TOR_D,,OTT,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0,27,19:26,2,1,0,0,
52,2/12/18,52,23-340,TOR_D,,TBL,W,0,0,0,-2,0,0,0,0,0,0,0,0,0,,26,18:37,2,1,0,0,
53,2/14/18,53,23-342,TOR_D,,CBJ,W,0,1,1,3,0,0,0,0,0,1,0,0,1,0,28,24:44:00,0,0,0,0,
54,2/17/18,54,23-345,TOR_D,@,PIT,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,31,19:51,2,1,0,0,
55,2/18/18,55,23-346,TOR_D,@,DET,W,0,0,0,2,0,0,0,0,0,0,0,0,4,0,26,21:07,0,1,0,0,
56,2/20/18,56,23-348,TOR_D,,FLA,W,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,18:53,2,1,0,0,
57,2/22/18,57,23-350,TOR_D,,NYI,W,1,0,1,2,0,1,0,0,0,0,0,0,3,33.3,31,23:26,0,2,0,0,
58,2/24/18,58,23-352,TOR_D,,BOS,W,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,28,19:28,1,1,0,0,
59,2/26/18,59,23-354,TOR_D,@,TBL,L-SO,0,2,2,-1,2,0,0,0,0,1,1,0,4,0,28,20:26,0,1,0,0,
60,2/27/18,60,23-355,TOR_D,@,FLA,L-OT,0,0,0,1,0,0,0,0,0,0,0,0,6,0,33,21:04,0,0,0,0,
61,3/3/18,61,23-359,TOR_D,@,WSH,L,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,21:30,0,1,0,0,
62,3/5/18,62,23-361,TOR_D,@,BUF,L,0,1,1,-3,0,0,0,0,0,0,1,0,1,0,27,20:57,0,0,0,0,
63,3/10/18,63,24-001,TOR_D,,PIT,W,0,3,3,0,0,0,0,0,0,1,2,0,5,0,25,19:36,1,2,0,0,
64,3/14/18,64,24-005,TOR_D,,DAL,W,0,1,1,0,0,0,0,0,0,0,1,0,1,0,33,23:46,5,2,0,0,
65,3/15/18,65,24-006,TOR_D,@,BUF,W,0,1,1,1,0,0,0,0,0,1,0,0,4,0,28,23:09,0,6,0,0,
66,3/17/18,66,24-008,TOR_D,,MTL,W,0,1,1,0,0,0,0,0,0,0,1,0,4,0,26,20:17,1,2,0,0,
67,3/20/18,67,24-011,TOR_D,@,TBL,L,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,28,19:58,0,1,0,0,
68,3/22/18,68,24-013,TOR_D,@,NSH,W,0,3,3,2,0,0,0,0,0,1,2,0,1,0,30,18:46,0,0,0,0,
69,3/24/18,69,24-015,TOR_D,,DET,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,27,19:48,0,0,0,0,
70,3/26/18,70,24-017,TOR_D,,BUF,L,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,21:46,2,0,0,0,
71,3/28/18,71,24-019,TOR_D,,FLA,W,0,1,1,2,0,0,0,0,0,1,0,0,1,0,32,20:50,0,2,0,0,
72,3/30/18,72,24-021,TOR_D,@,NYI,W,0,1,1,1,0,0,0,0,0,0,1,0,1,0,29,21:35,0,0,0,0,
73,3/31/18,73,24-022,TOR_D,,WPG,L,0,0,0,-1,0,0,0,0,0,0,0,0,0,,30,24:20:00,0,1,0,0,
74,4/2/18,74,24-024,TOR_D,,BUF,W,0,1,1,0,0,0,0,0,0,0,1,0,3,0,25,19:56,2,0,0,0,
75,4/5/18,75,24-027,TOR_D,@,NJD,L,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,26,22:43,1,0,0,0,
76,4/7/18,76,24-029,TOR_D,,MTL,W,0,1,1,0,0,0,0,0,0,0,1,0,2,0,23,17:54,0,2,0,0,
1,10/12/16,1,22-217,TOR_D,@,OTT,L-OT,0,1,1,2,0,0,0,0,0,1,0,0,2,0,34,25:45:00,0,2,0,0,
2,10/15/16,2,22-220,TOR_D,,BOS,W,0,1,1,1,0,0,0,0,0,1,0,0,0,,25,21:04,1,3,0,0,
