Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%,
53,1/30/14,53,28-190,BOS_C,,MTL,L,0,0,0,-1,0,0,0,0,0,,,,3,0,21,19:00,2,1,11,12,47.8,
54,2/1/14,54,28-192,BOS_C,,EDM,W,0,0,0,0,0,0,0,0,0,,,,2,0,22,16:39,1,0,7,7,50,
55,2/4/14,55,28-195,BOS_C,,VAN,W,0,0,0,0,0,0,0,0,0,,,,3,0,23,19:02,1,0,19,7,73.1,
56,2/6/14,56,28-197,BOS_C,@,STL,L-OT,0,0,0,0,0,0,0,0,0,,,,2,0,26,19:33,0,0,11,10,52.4,
57,2/8/14,57,28-199,BOS_C,,OTT,W,2,1,3,2,0,1,1,0,1,,,,6,33.3,22,17:16,0,1,6,7,46.2,
58,2/26/14,58,28-217,BOS_C,@,BUF,L-OT,0,0,0,1,0,0,0,0,0,,,,1,0,26,18:00,0,0,10,7,58.8,
59,3/1/14,59,28-220,BOS_C,,WSH,L,1,0,1,-1,0,0,1,0,0,,,,2,50,24,18:29,0,0,14,7,66.7,
60,3/2/14,60,28-221,BOS_C,@,NYR,W,0,0,0,0,0,0,0,0,0,,,,2,0,26,18:12,0,0,14,13,51.9,
61,3/4/14,61,28-223,BOS_C,,FLA,W,0,0,0,1,0,0,0,0,0,,,,3,0,25,16:46,0,1,14,9,60.9,
62,3/6/14,62,28-225,BOS_C,,WSH,W,0,1,1,2,0,0,0,0,0,,,,8,0,22,15:09,0,0,6,7,46.2,
63,3/8/14,63,28-227,BOS_C,@,TBL,W,0,0,0,0,0,0,0,0,0,,,,3,0,25,19:54,0,0,11,11,50,
64,3/9/14,64,28-228,BOS_C,@,FLA,W,1,2,3,2,0,0,1,0,1,,,,4,25,29,18:51,2,0,14,14,50,
65,3/12/14,65,28-231,BOS_C,@,MTL,W,1,1,2,2,0,1,0,0,1,,,,3,33.3,22,16:31,0,1,12,14,46.2,
66,3/13/14,66,28-232,BOS_C,,PHX,W,0,0,0,0,0,0,0,0,0,,,,0,,26,18:53,0,1,13,4,76.5,
67,3/15/14,67,28-234,BOS_C,,CAR,W,0,0,0,0,6,0,0,0,0,,,,4,0,23,17:25,0,1,11,6,64.7,
68,3/17/14,68,28-236,BOS_C,,MIN,W,0,1,1,0,0,0,0,0,0,,,,2,0,20,15:31,1,0,9,11,45,
69,3/18/14,69,28-237,BOS_C,@,NJD,W,1,1,2,2,0,1,0,0,0,,,,2,50,26,15:25,1,2,9,10,47.4,
70,3/21/14,70,28-240,BOS_C,@,COL,W,1,0,1,1,0,1,0,0,1,,,,3,33.3,26,16:52,1,0,12,9,57.1,
71,3/22/14,71,28-241,BOS_C,@,PHX,W,1,0,1,1,0,1,0,0,0,,,,3,33.3,22,15:20,1,0,13,8,61.9,
72,3/24/14,72,28-243,BOS_C,,MTL,L-SO,1,0,1,0,0,0,1,0,0,,,,3,33.3,27,19:12,1,2,9,8,52.9,
73,3/27/14,73,28-246,BOS_C,,CHI,W,2,0,2,2,0,2,0,0,1,,,,4,50,26,15:19,1,0,15,6,71.4,
74,3/29/14,74,28-248,BOS_C,@,WSH,W,1,1,2,-1,2,0,1,0,0,,,,5,20,24,16:30,0,1,13,12,52,
75,3/30/14,75,28-249,BOS_C,@,PHI,W,1,0,1,-1,0,1,0,0,0,,,,3,33.3,30,20:00,0,1,16,15,51.6,
76,4/2/14,76,28-252,BOS_C,@,DET,L,0,1,1,-2,2,0,0,0,0,,,,6,0,25,16:40,1,0,10,9,52.6,
77,4/3/14,77,28-253,BOS_C,@,TOR,L-OT,1,1,2,2,0,1,0,0,0,,,,8,12.5,25,18:56,1,1,14,13,51.9,
78,4/5/14,78,28-255,BOS_C,,PHI,W,0,1,1,2,2,0,0,0,0,,,,5,0,24,17:42,0,2,14,4,77.8,
79,4/8/14,79,28-258,BOS_C,@,MIN,L-SO,1,0,1,-1,0,1,0,0,0,,,,8,12.5,33,21:11,0,1,11,16,40.7,
80,4/12/14,80,28-262,BOS_C,,BUF,W,1,0,1,1,0,1,0,0,0,,,,2,50,17,11:57,1,0,12,5,70.6,
1,1/19/13,1,27-179,BOS_C,,NYR,W,0,1,1,0,0,0,0,0,0,,,,5,0,26,17:48,1,0,12,5,70.6,
2,1/21/13,2,27-181,BOS_C,,WPG,W,0,0,0,1,0,0,0,0,0,,,,5,0,29,19:15,1,1,8,9,47.1,
3,1/23/13,3,27-183,BOS_C,@,NYR,L-OT,0,0,0,0,0,0,0,0,0,,,,2,0,23,17:42,0,1,12,3,80,
4,1/25/13,4,27-185,BOS_C,,NYI,W,1,0,1,1,0,1,0,0,0,,,,2,50,23,18:20,3,0,14,5,73.7,
5,1/28/13,5,27-188,BOS_C,@,CAR,W,0,1,1,1,4,0,0,0,0,,,,1,0,28,18:26,0,0,17,8,68,
6,1/29/13,6,27-189,BOS_C,,NJD,W,0,0,0,0,0,0,0,0,0,,,,4,0,30,20:09,0,0,13,10,56.5,
7,1/31/13,7,27-191,BOS_C,,BUF,L,0,2,2,1,0,0,0,0,0,,,,5,0,25,18:29,0,1,13,6,68.4,
8,2/2/13,8,27-193,BOS_C,@,TOR,W,0,0,0,0,0,0,0,0,0,,,,6,0,28,18:35,1,1,12,12,50,
9,2/6/13,9,27-197,BOS_C,@,MTL,W,0,0,0,0,0,0,0,0,0,,,,1,0,25,19:45,2,3,10,6,62.5,
10,2/10/13,10,27-201,BOS_C,@,BUF,W,1,0,1,1,0,0,1,0,1,,,,5,20,22,19:00,0,0,12,7,63.2,
11,2/12/13,11,27-203,BOS_C,,NYR,L-SO,0,1,1,1,0,0,0,0,0,,,,3,0,25,19:54,1,2,14,4,77.8,
12,2/15/13,12,27-206,BOS_C,@,BUF,L,0,0,0,0,0,0,0,0,0,,,,5,0,24,17:08,0,0,15,5,75,
13,2/17/13,13,27-208,BOS_C,@,WPG,W,0,2,2,1,0,0,0,0,0,,,,0,,26,18:10,0,1,7,14,33.3,
14,2/21/13,14,27-212,BOS_C,@,TBL,W,1,1,2,1,0,1,0,0,0,,,,1,100,22,16:02,0,0,9,7,56.3,
15,2/24/13,15,27-215,BOS_C,@,FLA,W,0,0,0,1,0,0,0,0,0,,,,1,0,25,18:41,1,0,9,9,50,
16,2/26/13,16,27-217,BOS_C,@,NYI,W,0,2,2,2,2,0,0,0,0,,,,3,0,25,18:54,0,2,16,10,61.5,
17,2/28/13,17,27-219,BOS_C,,OTT,W,1,0,1,1,0,1,0,0,1,,,,5,20,27,22:17,2,0,17,9,65.4,
18,3/2/13,18,27-221,BOS_C,,TBL,W,0,1,1,0,0,0,0,0,0,,,,4,0,26,22:08,0,0,16,9,64,
19,3/3/13,19,27-222,BOS_C,,MTL,L,1,2,3,3,0,1,0,0,0,,,,4,25,25,19:58,2,0,13,6,68.4,
20,3/5/13,20,27-224,BOS_C,@,WSH,L-OT,0,0,0,-1,0,0,0,0,0,,,,1,0,28,20:04,0,1,10,11,47.6,
21,3/7/13,21,27-226,BOS_C,,TOR,W,1,2,3,3,0,1,0,0,0,,,,3,33.3,25,17:56,1,0,12,8,60,
22,3/9/13,22,27-228,BOS_C,,PHI,W,0,0,0,0,0,0,0,0,0,,,,2,0,24,17:25,2,0,7,5,58.3,
23,3/11/13,23,27-230,BOS_C,@,OTT,W,0,0,0,0,0,0,0,0,0,,,,4,0,28,21:59,0,1,11,11,50,
24,3/12/13,24,27-231,BOS_C,@,PIT,L,0,1,1,1,2,0,0,0,0,,,,1,0,28,20:29,0,2,13,8,61.9,
25,3/14/13,25,27-233,BOS_C,,FLA,W,2,0,2,2,0,2,0,0,1,,,,3,66.7,20,19:30,1,1,18,5,78.3,
26,3/16/13,26,27-235,BOS_C,,WSH,W,0,0,0,0,0,0,0,0,0,,,,2,0,27,18:57,1,0,17,8,68,
27,3/17/13,27,27-236,BOS_C,@,PIT,L,0,1,1,1,2,0,0,0,0,,,,0,,22,20:05,0,0,11,8,57.9,
28,3/19/13,28,27-238,BOS_C,@,WPG,L,0,0,0,-1,0,0,0,0,0,,,,2,0,26,21:05,0,0,15,9,62.5,
29,3/21/13,29,27-240,BOS_C,@,OTT,W,0,1,1,1,0,0,0,0,0,,,,0,,24,20:46,0,0,19,10,65.5,
30,3/23/13,30,27-242,BOS_C,@,TOR,L,0,0,0,0,0,0,0,0,0,,,,2,0,22,19:17,1,1,10,9,52.6,
31,3/25/13,31,27-244,BOS_C,,TOR,W,1,0,1,0,2,1,0,0,0,,,,3,33.3,29,21:57,1,0,19,9,67.9,
32,3/27/13,32,27-246,BOS_C,,MTL,L-SO,1,3,4,3,0,0,1,0,0,,,,2,50,30,24:50:00,2,3,23,11,67.6,
33,3/30/13,33,27-249,BOS_C,@,PHI,L,0,0,0,-2,2,0,0,0,0,,,,2,0,27,19:44,1,1,7,13,35,
34,3/31/13,34,27-250,BOS_C,@,BUF,W,0,0,0,0,0,0,0,0,0,,,,1,0,23,19:30,0,1,15,12,55.6,
35,4/2/13,35,27-252,BOS_C,,OTT,W,0,0,0,1,0,0,0,0,0,,,,3,0,14,9:06,0,0,7,2,77.8,
36,4/17/13,36,27-267,BOS_C,,BUF,L-SO,0,0,0,0,2,0,0,0,0,,,,6,0,29,19:52,1,0,13,4,76.5,
37,4/20/13,37,27-270,BOS_C,,PIT,L,0,0,0,1,0,0,0,0,0,,,,4,0,25,20:55,1,0,19,9,67.9,
38,4/21/13,38,27-271,BOS_C,,FLA,W,0,1,1,1,0,0,0,0,0,,,,7,0,23,17:38,0,0,11,10,52.4,
39,4/23/13,39,27-273,BOS_C,@,PHI,L,0,0,0,-1,0,0,0,0,0,,,,5,0,21,18:11,1,0,9,9,50,
40,4/25/13,40,27-275,BOS_C,,TBL,W,0,0,0,1,2,0,0,0,0,,,,3,0,28,19:52,0,1,14,5,73.7,
41,4/27/13,41,27-277,BOS_C,@,WSH,L-OT,0,0,0,0,0,0,0,0,0,,,,2,0,25,20:57,1,0,13,8,61.9,
42,4/28/13,42,27-278,BOS_C,,OTT,L,0,0,0,-1,0,0,0,0,0,,,,5,0,24,19:36,0,1,17,7,70.8,
1,10/6/11,1,26-074,BOS_C,,PHI,L,0,0,0,0,0,0,0,0,0,,,,2,0,21,19:20,1,0,10,2,83.3,
2,10/8/11,2,26-076,BOS_C,,TBL,W,0,1,1,2,0,0,0,0,0,,,,2,0,26,18:11,1,1,8,8,50,
3,10/10/11,3,26-078,BOS_C,,COL,L,0,0,0,0,0,0,0,0,0,,,,5,0,23,18:21,2,2,10,8,55.6,
4,10/12/11,4,26-080,BOS_C,@,CAR,L,0,1,1,1,2,0,0,0,0,,,,2,0,26,20:30,0,2,16,7,69.6,
5,10/15/11,5,26-083,BOS_C,@,CHI,W,0,0,0,-1,2,0,0,0,0,,,,1,0,32,21:05,3,1,17,11,60.7,
6,10/18/11,6,26-086,BOS_C,,CAR,L,0,0,0,0,0,0,0,0,0,,,,2,0,31,21:46,0,0,17,14,54.8,
7,10/20/11,7,26-088,BOS_C,,TOR,W,1,0,1,1,0,1,0,0,0,,,,9,11.1,26,18:45,1,0,10,11,47.6,
8,10/22/11,8,26-090,BOS_C,,SJS,L,0,1,1,-1,0,0,0,0,0,,,,5,0,27,20:02,0,0,11,7,61.1,
9,10/27/11,9,26-095,BOS_C,,MTL,L,1,0,1,-1,0,0,1,0,0,,,,1,100,24,20:18,0,1,12,12,50,
10,10/29/11,10,26-097,BOS_C,@,MTL,L,0,1,1,0,0,0,0,0,0,,,,5,0,27,18:18,5,0,11,11,50,
11,11/1/11,11,26-100,BOS_C,,OTT,W,1,0,1,1,0,1,0,0,0,,,,5,20,28,22:04,0,1,9,9,50,
12,11/5/11,12,26-104,BOS_C,@,TOR,W,0,3,3,3,0,0,0,0,0,,,,0,,23,15:23,0,1,8,9,47.1,
13,11/7/11,13,26-106,BOS_C,,NYI,W,0,1,1,1,0,0,0,0,0,,,,2,0,25,19:27,0,0,9,7,56.3,
14,11/10/11,14,26-109,BOS_C,,EDM,W,0,0,0,0,2,0,0,0,0,,,,2,0,29,20:38,1,0,9,10,47.4,
15,11/12/11,15,26-111,BOS_C,,BUF,W,0,1,1,3,0,0,0,0,0,,,,3,0,26,19:46,1,2,16,4,80,
16,11/15/11,16,26-114,BOS_C,,NJD,W,0,1,1,1,0,0,0,0,0,,,,3,0,28,19:53,4,0,24,9,72.7,
17,11/17/11,17,26-116,BOS_C,,CBJ,W,0,0,0,0,0,0,0,0,0,,,,1,0,29,20:12,2,0,14,9,60.9,
18,11/19/11,18,26-118,BOS_C,@,NYI,W,1,0,1,1,0,1,0,0,1,,,,2,50,23,16:46,0,0,8,6,57.1,
19,11/21/11,19,26-120,BOS_C,@,MTL,W,0,0,0,1,0,0,0,0,0,,,,1,0,27,19:26,1,1,6,12,33.3,
20,11/23/11,20,26-122,BOS_C,@,BUF,W,0,2,2,1,0,0,0,0,0,,,,2,0,28,19:10,1,0,10,8,55.6,
21,11/25/11,21,26-124,BOS_C,,DET,L-SO,1,0,1,0,0,1,0,0,0,,,,2,50,22,19:27,1,4,10,9,52.6,
22,11/26/11,22,26-125,BOS_C,,WPG,W,0,0,0,0,0,0,0,0,0,,,,2,0,23,18:42,0,1,11,7,61.1,
23,11/30/11,23,26-129,BOS_C,@,TOR,W,0,0,0,1,0,0,0,0,0,,,,4,0,24,17:48,0,4,8,10,44.4,
24,12/3/11,24,26-132,BOS_C,,TOR,W,0,1,1,1,0,0,0,0,0,,,,2,0,24,17:23,1,0,19,4,82.6,
25,12/5/11,25,26-134,BOS_C,@,PIT,W,0,1,1,-1,0,0,0,0,0,,,,0,,26,18:37,0,0,16,15,51.6,
26,12/6/11,26,26-135,BOS_C,@,WPG,L,0,0,0,0,2,0,0,0,0,,,,3,0,25,18:58,1,0,13,7,65,
27,12/8/11,27,26-137,BOS_C,,FLA,L,0,0,0,0,0,0,0,0,0,,,,2,0,26,19:36,2,0,10,8,55.6,
28,12/10/11,28,26-139,BOS_C,@,CBJ,W,0,1,1,0,2,0,0,0,0,,,,0,,22,17:44,0,1,6,8,42.9,
29,12/13/11,29,26-142,BOS_C,,LAK,W,0,2,2,2,0,0,0,0,0,,,,1,0,24,16:02,3,1,13,6,68.4,
30,12/14/11,30,26-143,BOS_C,@,OTT,W,1,1,2,2,0,1,0,0,1,,,,4,25,25,15:16,2,1,9,10,47.4,
31,12/17/11,31,26-146,BOS_C,@,PHI,W,0,0,0,1,0,0,0,0,0,,,,5,0,26,17:23,0,0,12,8,60,
32,12/19/11,32,26-148,BOS_C,,MTL,W,0,1,1,0,0,0,0,0,0,,,,1,0,20,17:13,0,0,8,6,57.1,
33,12/23/11,33,26-152,BOS_C,,FLA,W,1,2,3,2,2,0,1,0,0,,,,5,20,21,16:01,0,0,10,2,83.3,
34,12/28/11,34,26-157,BOS_C,@,PHX,W,0,0,0,-1,0,0,0,0,0,,,,0,,22,14:38,1,2,12,8,60,
35,12/31/11,35,26-160,BOS_C,@,DAL,L,0,0,0,0,0,0,0,0,0,,,,2,0,25,17:05,0,0,11,10,52.4,
36,1/4/12,36,26-164,BOS_C,@,NJD,W,2,0,2,2,0,2,0,0,0,,,,2,100,22,15:58,1,1,3,3,50,
37,1/5/12,37,26-165,BOS_C,,CGY,W,2,1,3,3,2,2,0,0,0,,,,2,100,20,15:56,0,1,13,4,76.5,
38,1/7/12,38,26-167,BOS_C,,VAN,L,0,1,1,1,0,0,0,0,0,,,,5,0,31,19:47,1,1,13,12,52,
39,1/10/12,39,26-170,BOS_C,,WPG,W,0,2,2,1,0,0,0,0,0,,,,2,0,27,18:15,0,1,12,9,57.1,
40,1/12/12,40,26-172,BOS_C,,MTL,W,0,0,0,0,0,0,0,0,0,,,,2,0,19,15:40,1,2,5,10,33.3,
41,1/14/12,41,26-174,BOS_C,@,CAR,L,1,0,1,0,0,1,0,0,0,,,,4,25,21,17:52,1,2,11,7,61.1,
42,1/16/12,42,26-176,BOS_C,@,FLA,W,2,0,2,1,2,1,1,0,0,,,,6,33.3,25,19:05,0,1,11,13,45.8,
43,1/17/12,43,26-177,BOS_C,@,TBL,L,0,0,0,-1,0,0,0,0,0,,,,2,0,25,20:18,0,0,17,14,54.8,
44,1/19/12,44,26-179,BOS_C,@,NJD,W,0,0,0,1,0,0,0,0,0,,,,0,,21,18:00,0,0,9,11,45,
45,1/21/12,45,26-181,BOS_C,,NYR,L-OT,0,0,0,-1,0,0,0,0,0,,,,1,0,26,18:54,2,1,10,7,58.8,
46,1/22/12,46,26-182,BOS_C,@,PHI,W,1,1,2,0,0,1,0,0,0,,,,3,33.3,33,22:59,2,2,16,14,53.3,
47,1/24/12,47,26-184,BOS_C,@,WSH,L,0,2,2,0,0,0,0,0,0,,,,1,0,28,19:25,2,2,13,8,61.9,
48,1/31/12,48,26-191,BOS_C,,OTT,W,0,0,0,-2,0,0,0,0,0,,,,1,0,25,21:00,1,1,9,15,37.5,
49,2/2/12,49,26-193,BOS_C,,CAR,L,0,0,0,-2,0,0,0,0,0,,,,4,0,23,17:38,0,0,14,4,77.8,
50,2/4/12,50,26-195,BOS_C,,PIT,L,0,1,1,1,0,0,0,0,0,,,,0,,25,20:22,1,0,13,6,68.4,
51,2/5/12,51,26-196,BOS_C,@,WSH,W,0,2,2,3,2,0,0,0,0,,,,0,,23,18:42,0,2,15,9,62.5,
52,2/8/12,52,26-199,BOS_C,@,BUF,L,0,0,0,-2,0,0,0,0,0,,,,4,0,23,18:01,3,0,18,4,81.8,
53,2/11/12,53,26-202,BOS_C,,NSH,W,1,0,1,1,0,0,0,1,0,,,,3,33.3,28,20:17,0,1,15,10,60,
54,2/14/12,54,26-205,BOS_C,,NYR,L,0,0,0,-1,0,0,0,0,0,,,,4,0,22,18:18,0,1,11,6,64.7,
55,2/15/12,55,26-206,BOS_C,@,MTL,W,1,0,1,0,0,0,1,0,0,,,,5,20,29,23:23,0,1,13,12,52,
56,2/17/12,56,26-208,BOS_C,@,WPG,L,0,0,0,0,0,0,0,0,0,,,,1,0,27,18:27,1,3,9,12,42.9,
57,2/19/12,57,26-210,BOS_C,@,MIN,L,0,0,0,0,0,0,0,0,0,,,,0,,27,20:32,1,2,16,5,76.2,
58,2/22/12,58,26-213,BOS_C,@,STL,W,0,1,1,2,0,0,0,0,0,,,,2,0,25,20:04,1,4,9,6,60,
59,2/24/12,59,26-215,BOS_C,@,BUF,L-SO,0,0,0,-1,0,0,0,0,0,,,,1,0,26,20:32,2,0,8,12,40,
60,2/25/12,60,26-216,BOS_C,@,OTT,W,2,1,3,2,0,2,0,0,0,,,,9,22.2,25,19:29,0,1,9,6,60,
61,2/28/12,61,26-219,BOS_C,,OTT,L,0,0,0,0,0,0,0,0,0,,,,4,0,29,20:23,1,0,15,13,53.6,
62,3/1/12,62,26-221,BOS_C,,NJD,W,0,1,1,1,0,0,0,0,0,,,,1,0,27,20:15,1,1,16,4,80,
63,3/3/12,63,26-223,BOS_C,,NYI,L,0,0,0,0,0,0,0,0,0,,,,1,0,24,17:16,0,0,17,9,65.4,
64,3/4/12,64,26-224,BOS_C,@,NYR,L,0,0,0,-1,0,0,0,0,0,,,,1,0,25,22:00,1,1,11,12,47.8,
65,3/6/12,65,26-226,BOS_C,@,TOR,W,0,1,1,1,2,0,0,0,0,,,,2,0,26,16:52,1,0,10,7,58.8,
66,3/8/12,66,26-228,BOS_C,,BUF,W,0,0,0,1,0,0,0,0,0,,,,4,0,23,17:15,0,0,20,7,74.1,
67,3/10/12,67,26-230,BOS_C,,WSH,L,0,1,1,3,0,0,0,0,0,,,,1,0,25,18:00,0,0,15,8,65.2,
68,3/11/12,68,26-231,BOS_C,@,PIT,L,0,0,0,0,0,0,0,0,0,,,,0,,12,7:19,0,1,4,5,44.4,
69,3/13/12,69,26-233,BOS_C,@,TBL,L,0,0,0,-1,0,0,0,0,0,,,,1,0,24,17:26,1,0,20,7,74.1,
70,3/15/12,70,26-235,BOS_C,@,FLA,L,0,0,0,-1,0,0,0,0,0,,,,2,0,25,17:50,3,0,13,10,56.5,
71,3/17/12,71,26-237,BOS_C,,PHI,W,0,1,1,0,0,0,0,0,0,,,,4,0,26,21:02,0,2,12,5,70.6,
72,3/19/12,72,26-239,BOS_C,,TOR,W,0,0,0,0,0,0,0,0,0,,,,1,0,17,13:23,0,0,3,4,42.9,
73,3/22/12,73,26-242,BOS_C,@,SJS,L,0,0,0,0,0,0,0,0,0,,,,0,,22,19:00,0,1,6,5,54.5,
74,3/24/12,74,26-244,BOS_C,@,LAK,W,1,0,1,0,0,0,0,1,0,,,,3,33.3,26,18:14,2,2,11,11,50,
75,3/25/12,75,26-245,BOS_C,@,ANA,W,0,0,0,1,0,0,0,0,0,,,,2,0,27,18:21,0,0,17,10,63,
76,3/27/12,76,26-247,BOS_C,,TBL,W,0,1,1,1,0,0,0,0,0,,,,1,0,24,19:04,4,1,20,5,80,
77,3/29/12,77,26-249,BOS_C,,WSH,L-SO,0,0,0,-1,0,0,0,0,0,,,,2,0,24,19:19,1,0,18,7,72,
78,3/31/12,78,26-251,BOS_C,@,NYI,W,1,1,2,3,0,1,0,0,0,,,,5,20,21,17:38,1,1,13,6,68.4,
79,4/1/12,79,26-252,BOS_C,@,NYR,W,1,0,1,1,0,0,1,0,1,,,,2,50,25,18:09,1,0,17,2,89.5,
80,4/3/12,80,26-254,BOS_C,,PIT,L,0,0,0,-2,0,0,0,0,0,,,,0,,21,16:55,2,0,10,10,50,
81,4/7/12,81,26-258,BOS_C,,BUF,W,0,3,3,2,0,0,0,0,0,,,,2,0,22,19:18,0,1,10,10,50,
1,10/9/10,1,25-077,BOS_C,,PHX,L,0,0,0,-1,0,0,0,0,0,,,,3,0,21,18:04,0,1,11,6,64.7,
2,10/10/10,2,25-078,BOS_C,@,PHX,W,0,0,0,0,0,0,0,0,0,,,,2,0,22,15:19,0,0,9,12,42.9,
3,10/16/10,3,25-084,BOS_C,@,NJD,W,0,0,0,1,0,0,0,0,0,,,,2,0,21,18:19,0,0,10,7,58.8,
4,10/19/10,4,25-087,BOS_C,@,WSH,W,0,0,0,1,0,0,0,0,0,,,,0,,24,19:43,0,0,4,14,22.2,
5,10/21/10,5,25-089,BOS_C,,WSH,W,0,2,2,0,4,0,0,0,0,,,,5,0,19,14:43,1,2,7,7,50,
6,10/23/10,6,25-091,BOS_C,,NYR,L,0,0,0,0,0,0,0,0,0,,,,2,0,23,19:20,0,0,10,5,66.7,
7,10/28/10,7,25-096,BOS_C,,TOR,W,1,0,1,0,0,0,1,0,1,,,,4,25,24,16:23,2,0,7,10,41.2,
8,10/30/10,8,25-098,BOS_C,@,OTT,W,0,1,1,1,0,0,0,0,0,,,,1,0,19,16:31,1,1,4,6,40,
9,11/3/10,9,25-102,BOS_C,@,BUF,W,1,0,1,1,2,0,0,1,0,,,,4,25,17,17:25,0,0,8,13,38.1,
10,11/5/10,10,25-104,BOS_C,@,WSH,L,0,1,1,-2,0,0,0,0,0,,,,0,,22,17:42,2,3,13,8,61.9,
11,11/6/10,11,25-105,BOS_C,,STL,L-SO,0,0,0,0,0,0,0,0,0,,,,1,0,23,21:14,0,0,9,9,50,
12,11/10/10,12,25-109,BOS_C,@,PIT,W,0,2,2,1,0,0,0,0,0,,,,1,0,26,20:32,1,0,18,9,66.7,
13,11/11/10,13,25-110,BOS_C,,MTL,L,0,1,1,1,0,0,0,0,0,,,,4,0,25,20:52,0,1,14,7,66.7,
14,11/13/10,14,25-112,BOS_C,,OTT,L,0,0,0,0,0,0,0,0,0,,,,3,0,24,20:20,0,0,8,6,57.1,
15,11/15/10,15,25-114,BOS_C,,NJD,W,0,1,1,1,0,0,0,0,0,,,,1,0,22,19:36,1,0,8,5,61.5,
16,11/17/10,16,25-116,BOS_C,@,NYR,W,0,0,0,1,0,0,0,0,0,,,,3,0,24,19:40,1,1,14,16,46.7,
17,11/18/10,17,25-117,BOS_C,,FLA,W,0,2,2,3,2,0,0,0,0,,,,3,0,24,16:32,0,2,11,10,52.4,
18,11/20/10,18,25-119,BOS_C,,LAK,L-SO,1,0,1,-1,0,0,1,0,0,,,,4,25,24,19:53,0,1,14,5,73.7,
19,11/22/10,19,25-121,BOS_C,@,TBL,L,0,0,0,0,0,0,0,0,0,,,,5,0,21,15:56,0,0,7,6,53.8,
20,11/24/10,20,25-123,BOS_C,@,FLA,W,0,0,0,0,0,0,0,0,0,,,,1,0,18,15:22,1,2,6,10,37.5,
21,11/26/10,21,25-125,BOS_C,,CAR,L,0,0,0,0,0,0,0,0,0,,,,1,0,22,18:08,1,0,7,7,50,
22,11/28/10,22,25-127,BOS_C,@,ATL,L,0,0,0,-1,0,0,0,0,0,,,,0,,20,20:08,1,1,12,12,50,
23,12/1/10,23,25-130,BOS_C,@,PHI,W,1,0,1,0,0,0,1,0,1,,,,2,50,23,17:15,0,0,8,11,42.1,
24,12/2/10,24,25-131,BOS_C,,TBL,W,0,0,0,0,0,0,0,0,0,,,,1,0,20,15:58,0,1,7,8,46.7,
25,12/4/10,25,25-133,BOS_C,@,TOR,L-SO,0,0,0,0,2,0,0,0,0,,,,5,0,26,17:43,1,2,15,10,60,
26,12/7/10,26,25-136,BOS_C,,BUF,W,0,0,0,0,0,0,0,0,0,,,,3,0,22,18:05,0,1,11,6,64.7,
27,12/9/10,27,25-138,BOS_C,,NYI,W,1,0,1,0,0,1,0,0,0,,,,1,100,20,15:07,0,0,13,3,81.3,
28,12/11/10,28,25-140,BOS_C,,PHI,L-OT,0,0,0,0,0,0,0,0,0,,,,6,0,26,18:31,0,0,13,4,76.5,
29,12/15/10,29,25-144,BOS_C,@,BUF,L,0,0,0,0,2,0,0,0,0,,,,3,0,23,16:56,1,1,12,9,57.1,
30,12/16/10,30,25-145,BOS_C,@,MTL,L,0,2,2,1,0,0,0,0,0,,,,2,0,24,18:48,0,2,12,7,63.2,
31,12/18/10,31,25-147,BOS_C,,WSH,W,1,1,2,1,0,1,0,0,0,,,,4,25,22,18:07,1,0,6,11,35.3,
32,12/20/10,32,25-149,BOS_C,,ANA,L,0,0,0,-1,0,0,0,0,0,,,,4,0,21,17:01,0,1,9,3,75,
33,12/23/10,33,25-152,BOS_C,,ATL,W,1,1,2,0,0,0,0,1,0,,,,3,33.3,20,16:53,0,0,12,5,70.6,
34,12/27/10,34,25-156,BOS_C,@,FLA,W,0,0,0,0,0,0,0,0,0,,,,2,0,22,16:39,2,1,8,6,57.1,
35,12/28/10,35,25-157,BOS_C,@,TBL,W,0,1,1,0,2,0,0,0,0,,,,3,0,23,16:38,0,0,11,10,52.4,
36,12/30/10,36,25-159,BOS_C,@,ATL,L-SO,1,0,1,1,0,1,0,0,0,,,,3,33.3,23,19:18,1,1,13,6,68.4,
37,1/1/11,37,25-161,BOS_C,@,BUF,L-SO,0,1,1,1,0,0,0,0,0,,,,1,0,28,18:21,0,1,13,11,54.2,
38,1/3/11,38,25-163,BOS_C,@,TOR,W,0,0,0,-1,0,0,0,0,0,,,,2,0,21,15:58,0,0,6,7,46.2,
39,1/6/11,39,25-166,BOS_C,,MIN,L,0,1,1,0,0,0,0,0,0,,,,2,0,19,15:55,1,0,4,5,44.4,
40,1/8/11,40,25-168,BOS_C,@,MTL,L-OT,2,0,2,2,0,2,0,0,0,,,,2,100,25,19:12,1,1,7,16,30.4,
41,1/10/11,41,25-170,BOS_C,@,PIT,W,0,2,2,2,2,0,0,0,0,,,,1,0,24,18:14,0,2,7,5,58.3,
42,1/11/11,42,25-171,BOS_C,,OTT,W,3,0,3,4,0,3,0,0,1,,,,4,75,19,12:41,0,0,12,6,66.7,
43,1/13/11,43,25-173,BOS_C,,PHI,W,1,1,2,1,0,1,0,0,0,,,,4,25,23,19:16,0,2,16,8,66.7,
