Rk,Date,G,Age,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,SHFT,TOI,HIT,BLK,FOW,FOL,FO%
61,2/23/19,61,28-156,TOR_C,,MTL,W,0,1,1,1,0,0,0,0,0,0,1,0,3,0,24,17:16,0,2,8,15,34.8
62,2/25/19,62,28-158,TOR_C,,BUF,W,1,0,1,0,2,1,0,0,0,0,0,0,3,33.3,22,19:01,3,1,10,8,55.6
63,2/27/19,63,28-160,TOR_C,,EDM,W,1,1,2,0,0,0,1,0,0,0,1,0,7,14.3,22,17:40,0,0,11,7,61.1
64,2/28/19,64,28-161,TOR_C,@,NYI,L,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,17:00,1,0,7,6,53.8
65,3/2/19,65,28-163,TOR_C,,BUF,W,1,2,3,3,2,1,0,0,0,2,0,0,3,33.3,24,19:44,0,0,11,6,64.7
66,3/4/19,66,28-165,TOR_C,@,CGY,W,0,1,1,3,0,0,0,0,0,1,0,0,1,0,24,18:23,0,1,9,13,40.9
67,3/6/19,67,28-167,TOR_C,@,VAN,L-OT,0,1,1,0,0,0,0,0,0,1,0,0,1,0,24,20:37,2,1,8,10,44.4
68,3/9/19,68,28-170,TOR_C,@,EDM,W,1,2,3,1,0,1,0,0,0,1,1,0,5,20,25,18:29,1,1,12,6,66.7
69,3/11/19,69,28-172,TOR_C,,TBL,L,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,20,15:47,0,0,9,9,50
70,3/13/19,70,28-174,TOR_C,,CHI,L,1,0,1,0,0,1,0,0,0,0,0,0,5,20,24,21:58,1,1,14,6,70
71,3/15/19,71,28-176,TOR_C,,PHI,W,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,27,21:43,0,0,11,9,55
72,3/16/19,72,28-177,TOR_C,@,OTT,L,1,1,2,-1,0,0,1,0,0,1,0,0,4,25,20,15:17,0,3,7,6,53.8
73,3/19/19,73,28-180,TOR_C,@,NSH,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,22,19:29,1,0,9,11,45
74,3/20/19,74,28-181,TOR_C,@,BUF,W,1,1,2,2,0,1,0,0,0,1,0,0,6,16.7,27,19:57,0,0,12,8,60
75,3/23/19,75,28-184,TOR_C,,NYR,L-OT,0,1,1,0,0,0,0,0,0,1,0,0,3,0,25,19:25,1,1,8,6,57.1
76,3/25/19,76,28-186,TOR_C,,FLA,W,4,0,4,1,0,3,1,0,1,0,0,0,5,80,26,18:56,4,0,12,7,63.2
77,3/27/19,77,28-188,TOR_C,@,PHI,L-SO,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,25,20:48,0,2,7,10,41.2
78,3/30/19,78,28-191,TOR_C,@,OTT,L,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,20:33,0,0,9,6,60
79,4/1/19,79,28-193,TOR_C,@,NYI,W,1,0,1,1,2,1,0,0,1,0,0,0,2,50,19,18:47,1,1,14,8,63.6
80,4/2/19,80,28-194,TOR_C,,CAR,L,1,0,1,-2,2,0,1,0,0,0,0,0,3,33.3,26,19:32,1,1,9,11,45
81,4/4/19,81,28-196,TOR_C,,TBL,L,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,20,17:54,2,0,8,5,61.5
82,4/6/19,82,28-198,TOR_C,@,MTL,L-SO,0,0,0,2,0,0,0,0,0,0,0,0,8,0,26,18:22,1,0,7,15,31.8
1,10/6/17,1,27-016,TOR_C,@,CBJ,L,0,0,0,-2,2,0,0,0,0,0,0,0,4,0,23,18:41,0,2,11,7,61.1
2,10/7/17,2,27-017,TOR_C,,BUF,W,2,1,3,3,0,1,0,1,0,1,0,0,4,50,26,19:50,0,0,11,12,47.8
